2017_05_16\00000\0005.wav	我再回来
2017_05_16\00003\0444.wav	<UNK>地进行大这是个和是看一下
2017_05_16\00003\0454.wav	问到你说了声哦那上
2017_05_16\00003\0458.wav	你吃饭了没有啊这是什么
2017_05_16\00003\0462.wav	喂你好你好你好你好
2017_05_16\00003\0468.wav	好好都可以那你给我一个新的地址吧
2017_05_16\00003\0471.wav	你问同学不含引号的四位数个口罩因此受到完善五点
2017_05_16\00003\0478.wav	为服务型轻易结束啊
2017_05_16\00003\0485.wav	嗯嗯还路过了
2017_05_16\00003\0490.wav	为庆祝那帮我按摩女什么
2017_05_16\00003\0505.wav	为呵乐呵乐呵C啊您发二三十万没饿而死
2017_05_16\00003\0512.wav	很简单中午吃饭的时候你把或者的了对你说姐把我们的余款算了吧还真一万几千吧
2017_05_16\00003\0518.wav	那凡间的看完电汇了
2017_05_16\00003\0531.wav	微臣拿点钱服务密码方便嗯
2017_05_16\00003\0532.wav	你们怎么没了呢
2017_05_16\00003\0539.wav	今天怎么说什么就说好如果走走呗
2017_05_16\00003\0540.wav	哦那就说是涉及到什么后点如果要是饿正行吗新鸿霖娜姐造化说是有有什么有那个费用说什么样的话就没有费用
2017_05_16\00003\0543.wav	额怎么看谁呢
2017_05_16\00003\0568.wav	队员有心就弄掉啊
2017_05_16\00003\0571.wav	当时组建这个群的时候
2017_05_16\00003\0582.wav	嗯咯烷接下来
2017_05_16\00003\0590.wav	传送你干吗不知道啊我还说看了你的照片呢怎么会是每天把和到位
2017_05_16\00003\0618.wav	发了什么镇堡镇来我这里是吧
2017_05_16\00003\0619.wav	是啊我知道你对郑州
2017_05_16\00003\0628.wav	他跟我说哦告诉你饱哦这么乖
2017_05_16\00003\0632.wav	你啥时候过来吗打过重说中国左右动看的还多好是吧
2017_05_16\00003\0635.wav	打预防针咳出血受不受到影响啊
2017_05_16\00003\0637.wav	然后南部过去的话他就不给我们洗板水很讨厌
2017_05_16\00003\0638.wav	刘先生死啊不要松赞林就用微信名吧
2017_05_16\00003\0642.wav	打算睡午觉是和教材下载呀
2017_05_16\00003\0643.wav	射手群主可以多带点东西让我们把叫都跟这专业回光
2017_05_16\00003\0649.wav	嗯谢谢性啦没关系
2017_05_16\00003\0652.wav	陈先生说的心理是这样的吗
2017_05_16\00003\0657.wav	光顾着二六还没有能力不要现在我可把我给感觉了就单位能躲到我
2017_05_16\00003\0667.wav	林小海浪问问眼你们老家是什么地方的
2017_05_16\00003\0673.wav	行嗯嗯嗯嗯
2017_05_16\00003\0674.wav	务实精神上了还不正我说了
2017_05_16\00003\0676.wav	啊等啊等啊
2017_05_16\00003\0679.wav	哎你这考虑呀
2017_05_16\00003\0686.wav	一位老同事老农星辰嗯嗯嗯嗯嗯
2017_05_16\00003\0703.wav	林辰唏因林芯对对干吗
2017_05_16\00003\0709.wav	大白天你我没缘
2017_05_16\00003\0716.wav	心累哦农大繁盛哦
2017_05_16\00003\0725.wav	先是极品的话往往就是会是里面车的但是有些事情的话也实惠学几年成熟的
2017_05_16\00003\0730.wav	我在想后期平台比如过食来有
2017_05_16\00003\0744.wav	哈啰嗦不打字了句实话
2017_05_16\00003\0746.wav	你知道一个人叫三林明理的人吗
2017_05_16\00003\0761.wav	为君是吧为一体
2017_05_16\00003\0762.wav	我们要对你是的市中心有所了解食些三个女人的胸跟脸一样
2017_05_16\00003\0772.wav	这郑州什么的嗯
2017_05_16\00003\0775.wav	中午这波菜没吃吗
2017_05_16\00003\0782.wav	我开心死了
2017_05_16\00003\0785.wav	吃饭有没有为车
2017_05_16\00003\0792.wav	明代垫平要多少钱已问过难吗
2017_05_16\00003\0798.wav	我才不要做你武功了
2017_05_16\00003\0810.wav	是就一百块钱电话费一共二百元
2017_05_16\00003\0825.wav	鹅肝亲匿山区腻腻在吗
2017_05_16\00003\0826.wav	你上班我能掩饰干吗呢
2017_05_16\00003\0827.wav	为你也客气啦
2017_05_16\00003\0834.wav	那还能孩子找不找他吗
2017_05_16\00003\0845.wav	对待你好那啊没差率
2017_05_16\00003\0846.wav	问想好好啊
2017_05_16\00003\0857.wav	你上班九芒网络你上我大补点什么活也没干成
2017_05_16\00003\0862.wav	你这个肯定带那个注意饮食
2017_05_16\00003\0864.wav	你好啊同学要保重啊
2017_05_16\00003\0870.wav	说话啊我担保的不要不要的吗
2017_05_16\00003\0882.wav	拜拜我想以为只需要太平可以吗
2017_05_16\00003\0886.wav	陈女士对没有得
2017_05_16\00003\0894.wav	就可以照套路了
2017_05_16\00003\0903.wav	嗯是这样吗是吗
2017_05_16\00003\0915.wav	由于该咋详细丰富
2017_05_16\00003\0921.wav	一个卡一个卡就医北一共球了
2017_05_16\00003\0927.wav	权杖侍从着还没给你就完了完了
2017_05_16\00003\0950.wav	别看了看着两个人高位喜悦和没抱过吗走
2017_05_16\00003\0956.wav	不要胡思乱想
2017_05_16\00003\0962.wav	为娭毑我今天回家
2017_05_16\00003\0969.wav	上午八品发了我五百
2017_05_16\00003\0973.wav	ALEX时
2017_05_16\00003\0975.wav	A是啊
2017_05_16\00003\0980.wav	先生我便是哪里办理那个七三倍
2017_05_16\00003\0982.wav	嗯嗯回那知道吗那完了那个吃饭回来
2017_05_16\00003\0985.wav	什么叫在那
2017_05_16\00003\0989.wav	都可以那你给我一个欣慰之吧诶
2017_05_16\00003\0991.wav	论我看成什么人
2017_05_16\00003\0993.wav	哎我妈老是说让我在家等配的微信
2017_05_16\00003\0994.wav	不知道我有没有这个荣幸给你这个大老板合作
2017_05_16\00003\0996.wav	IE三十块钱
2017_05_16\00004\0024.wav	朱元璋你告诉他们那个平板再不用的时候一定要批评
2017_05_16\00004\0041.wav	我还真得加了一种
2017_05_16\00004\0049.wav	哎你好啊中午也没啊停电啊
2017_05_16\00004\0054.wav	为的是别以后不解你放我哦
2017_05_16\00004\0069.wav	好了对喽
2017_05_16\00004\0070.wav	谎话
2017_05_16\00004\0073.wav	存款证明复印件和有吗
2017_05_16\00004\0074.wav	明天上午好熟悉啊四期所以这句
2017_05_16\00004\0076.wav	我给你的信箱发问一个杀毒软件
2017_05_16\00004\0099.wav	晚上有两个拍天天这样
2017_05_16\00004\0103.wav	我天天在轮船嗯嗯挨劈死吧谢谢谢谢谢谢
2017_05_16\00004\0116.wav	哎呀你还接到把了错了就错了吗还有啥说是还老跟着别人承担的责任你自己没出来责任吗
2017_05_16\00004\0121.wav	伤寒宣传嗯嗯招行哪个
2017_05_16\00004\0124.wav	告诉老湿
2017_05_16\00004\0146.wav	你好
2017_05_16\00004\0160.wav	哎不是刚猛哦没有网好
2017_05_16\00004\0168.wav	下回了当中礼拜会回来晚了啊
2017_05_16\00004\0173.wav	行我就听说过时候是都有看饿了
2017_05_16\00004\0185.wav	哦你们都进不了头停息分化啦
2017_05_16\00004\0188.wav	以及吃了点的二
2017_05_16\00004\0191.wav	为了我我也是
2017_05_16\00004\0195.wav	哇撒今天萨里也没什么他们乱七八糟的早
2017_05_16\00004\0223.wav	为是你有司就是吗呀啊
2017_05_16\00004\0227.wav	闺女嗯客气啦
2017_05_16\00004\0244.wav	臭和我对吧回话啊
2017_05_16\00004\0250.wav	是觉得好的不会再贵油炸食物
2017_05_16\00004\0262.wav	你神腋下以随口说下一
2017_05_16\00004\0271.wav	那位先生行我吗服务范围
2017_05_16\00004\0279.wav	你说那个什么嗯给人家嘞是嘞没有啊
2017_05_16\00004\0284.wav	行啊等了一种辣椒苗不说什么好玩的回来吧
2017_05_16\00004\0287.wav	别说你是的女人
2017_05_16\00004\0288.wav	那块钱包也哦
2017_05_16\00004\0294.wav	你说啥DQ没有刘强东嗯这个也可以在聊天啊
2017_05_16\00004\0295.wav	那天一看就十八万的卖点了没有
2017_05_16\00004\0296.wav	今天那每天的美女还臭
2017_05_16\00004\0308.wav	为的是你说话没人说话的罪名
2017_05_16\00004\0309.wav	是可以吗肯定不缺人吗
2017_05_16\00004\0315.wav	爱你我聊天他说只要你把我的作为
2017_05_16\00004\0328.wav	你说笑话你好
2017_05_16\00004\0345.wav	稍等哦我跟张薇说好啦嗯
2017_05_16\00004\0347.wav	嗯是私下在睡午觉啊
2017_05_16\00004\0350.wav	咯咯的同时为呀
2017_05_16\00004\0355.wav	哦哎嗯好废柴秘密呀活动的策划
2017_05_16\00004\0360.wav	恶霸北市检定哪
2017_05_16\00004\0363.wav	易县飞升做手法治疗
2017_05_16\00004\0365.wav	B现在说要多三千
2017_05_16\00004\0372.wav	刚好我不去年龄好的了叫我去
2017_05_16\00004\0385.wav	VRML来源依赖上我看去哪
2017_05_16\00004\0392.wav	汉龙家收拾完舞也挺好
2017_05_16\00004\0397.wav	长好长一长草泥马草泥马上一躺了一把匹马屁
2017_05_16\00004\0410.wav	现在我是何老师的培养是分不开的在此
2017_05_16\00004\0417.wav	我们都是我爸昨天内容发过锦缎过来
2017_05_16\00004\0444.wav	<UNK>我转飞侠女看我手机问
2017_05_16\00004\0468.wav	你想要下流的人就去呗
2017_05_16\00004\0500.wav	别人化妆品都是用谁
2017_05_16\00004\0507.wav	那太会说哪位天没了
2017_05_16\00004\0527.wav	不会不会的你去了损吭声
2017_05_16\00004\0533.wav	早上她的心思你别着急
2017_05_16\00004\0535.wav	为你打开臭臭的那个
2017_05_16\00004\0555.wav	好朋友打牌的原先的能力
2017_05_16\00004\0576.wav	果实来自于对痛苦呀的油画来自于树盖来自于食物只来自于首页最后才会有果实
2017_05_16\00004\0580.wav	把为什么真把阵来我这里是不死
2017_05_16\00004\0613.wav	为九数不敢和人的酒写着感和儿的酒类死我也到库房作者写的
2017_05_16\00004\0615.wav	你上输入都刚刚吗那什么意思
2017_05_16\00004\0622.wav	以前老先生那里
2017_05_16\00004\0629.wav	哦那天边上吧
2017_05_16\00004\0643.wav	是说我基本上是那么是删掉的
2017_05_16\00004\0665.wav	哎是啊生下了嗯
2017_05_16\00004\0666.wav	但我必须的成员为艺术是是有点民意
2017_05_16\00004\0673.wav	很好哦那你吃饭吧
2017_05_16\00004\0680.wav	还应立时说得是酒
2017_05_16\00004\0690.wav	你咋那么亏啊还让你现在又在吃屎
2017_05_16\00004\0691.wav	好温馨啊那我们能邀请嗯嗯上不起呀
2017_05_16\00004\0692.wav	不方便可以部首
2017_05_16\00004\0695.wav	小左从嗯三我和很多男人
2017_05_16\00004\0696.wav	服务了看我了好知道啦知道十六给我吧这样吗
2017_05_16\00004\0703.wav	好的你嗯
2017_05_16\00004\0712.wav	奥会现在都还自己还没有进雨荨
2017_05_16\00004\0714.wav	是BS软件
2017_05_16\00004\0720.wav	我给你的信箱
2017_05_16\00004\0730.wav	真真
2017_05_16\00004\0733.wav	争取早日能说出流利的英语这是我们的关键啊
2017_05_16\00004\0735.wav	你是说你大约多长嗯也不行哦你那个更根管子的出戏不一样还得给了我还得奖
2017_05_16\00004\0739.wav	没心情吃啦掉行与一条玉带车
2017_05_16\00004\0757.wav	你这是叫我这两天嘛人能去哪啦
2017_05_16\00004\0758.wav	啊您的照片儿发过来啊看行吗联试一下
2017_05_16\00004\0759.wav	轻轻地将她没放弃沙袋中等萤火虫已经能够照亮一天天帝时会变回到书说前来头普顿都春去冬来漫天的大雪缓缓落下给代替出了一层雪白的儿童被有意人气质和九嶷山借着微弱的学过了这群都是一册书接插电路时要抬头丝靠双龙山遂道夫长个新的和前在他的双眼中他为社区一切发来一发帖交差近看是过在
2017_05_16\00004\0763.wav	我把你删了你都不会把我加上了
2017_05_16\00004\0764.wav	好在有佳人相伴不然死一天都带下
2017_05_16\00004\0768.wav	春天般的糖糖心蛋
2017_05_16\00004\0769.wav	是不承担分我不知道
2017_05_16\00004\0779.wav	好好啦你按揭哦
2017_05_16\00004\0791.wav	你再给嗯时候
2017_05_16\00004\0795.wav	收益我们要真
2017_05_16\00004\0811.wav	为哎晚上打的你
2017_05_16\00004\0815.wav	还有为报恩的掌门人事情吗
2017_05_16\00004\0817.wav	请问主中午好
2017_05_16\00004\0820.wav	他从篮筐上没有并没有啊不能出现这个问题
2017_05_16\00004\0835.wav	我这附近是真能的父亲
2017_05_16\00004\0838.wav	嗯你去吃饭吗我修士和
2017_05_16\00004\0844.wav	好啊那撸啊撸啊
2017_05_16\00004\0850.wav	撒西的靠一边去
2017_05_16\00004\0855.wav	这一方案
2017_05_16\00004\0859.wav	你在第二个两个给谁看啊
2017_05_16\00004\0872.wav	我想为小事我不说谁都能参与那条怎么能说的好像啊
2017_05_16\00004\0874.wav	中午压哨和放的男人都好的
2017_05_16\00004\0884.wav	问你怕买药什么他不理书
2017_05_16\00004\0888.wav	八一说哦
2017_05_16\00004\0889.wav	号码吗说话这么慢
2017_05_16\00004\0899.wav	来个单独是比乔丹吧
2017_05_16\00004\0903.wav	你看就在了四百呀哎
2017_05_16\00004\0907.wav	嗯我们这边啊主要是超人啊还是挺多的
2017_05_16\00004\0908.wav	你好你好怕你这家呀哈引起误会的五五
2017_05_16\00004\0911.wav	报了一个杀毒软件
2017_05_16\00004\0919.wav	那是鱼刺卡女士先到中路
2017_05_16\00004\0926.wav	嗯看一扬芬好报
2017_05_16\00004\0933.wav	不好琳琳我没缘
2017_05_16\00004\0935.wav	你是男足精神
2017_05_16\00004\0936.wav	我原属非三十八嘞
2017_05_16\00004\0952.wav	APC当地买
2017_05_16\00004\0953.wav	我好四嫂斯里巴蛋的太好了
2017_05_16\00004\0955.wav	嗯嗯没到服务器嘻嘻
2017_05_16\00004\0968.wav	哇对呀他打你一起呀
2017_05_16\00004\0979.wav	哈哈哈哈哈哈
2017_05_16\00004\0983.wav	你一天就我说
2017_05_16\00004\0997.wav	什么吃饭也不管我啊
2017_05_16\00005\0002.wav	<UNK>你着老婆墨家时候连龙
2017_05_16\00005\0014.wav	小手搓手能哎呦哎和我留意啊
2017_05_16\00005\0035.wav	看不懂吗朋友与说落单的房子向下了向你赶快下手
2017_05_16\00005\0036.wav	哦小野嗯做好
2017_05_16\00005\0048.wav	昨天晚上不跟风哥一下喝酒都忙什么呢上班的人
2017_05_16\00005\0057.wav	嗯那期我说我不要了返程也一样不扶起她满意桥程度吧
2017_05_16\00005\0059.wav	嗯嗯对对对恨又说不需要
2017_05_16\00005\0061.wav	心思去附近有饭店吃饭
2017_05_16\00005\0062.wav	你会呀你的普通话讲得很好呀
2017_05_16\00005\0065.wav	加微信可以啊加我的微信号发红包给我哦
2017_05_16\00005\0068.wav	是年少吗你肿么了
2017_05_16\00005\0072.wav	落雪三个字
2017_05_16\00005\0073.wav	一五九一六九命
2017_05_16\00005\0077.wav	哎我之前还有几个
2017_05_16\00005\0089.wav	哎真的是
2017_05_16\00005\0091.wav	看看就行了呗
2017_05_16\00005\0092.wav	嗯嗯呀狗呀
2017_05_16\00005\0100.wav	为想下楼买一下去
2017_05_16\00005\0106.wav	从他这吗
2017_05_16\00005\0111.wav	真十六
2017_05_16\00005\0114.wav	以为意由于数亿之前缓缓游出新歌
2017_05_16\00005\0117.wav	嗯当然啦今天我还是得着觉吗
2017_05_16\00005\0127.wav	九拜了两把百数羊座
2017_05_16\00005\0135.wav	嗯嗯额吃草老虎啊
2017_05_16\00005\0150.wav	你终於分差了没有
2017_05_16\00005\0162.wav	那是给你老婆做的爱太多啦
2017_05_16\00005\0174.wav	怎么说
2017_05_16\00005\0189.wav	麻不比你饿的强
2017_05_16\00005\0191.wav	什么地对呀我不懂说的什么吗
2017_05_16\00005\0194.wav	他才可以真正的爆发自己的钱呢
2017_05_16\00005\0196.wav	这就是我们了产生了感情啊感情
2017_05_16\00005\0197.wav	我对你不在你说哦
2017_05_16\00005\0198.wav	你咋那么快刚才还能得先争优这是
2017_05_16\00005\0202.wav	研三桑意啦嗯
2017_05_16\00005\0217.wav	福建省厦门市湖里区
2017_05_16\00005\0218.wav	士官的没有嗯
2017_05_16\00005\0220.wav	心思嗯这样太长了酒K
2017_05_16\00005\0226.wav	嗯是好股了啊
2017_05_16\00005\0227.wav	今天天气好吗哎一下一站是危险的古代的字
2017_05_16\00005\0233.wav	好了
2017_05_16\00005\0236.wav	卖了一个屁院子内的骗子在骗我因为在店里面
2017_05_16\00005\0239.wav	魏先生是无问题的嗯
2017_05_16\00005\0246.wav	请问了巨大的下联嗯想玲呃你吗在你家么
2017_05_16\00005\0253.wav	穿好检查一机厂里上班吗
2017_05_16\00005\0258.wav	昨天晚上玩到九点五十
2017_05_16\00005\0263.wav	你给你吃饭啊
2017_05_16\00005\0264.wav	因为我从来没有跟任何一个来没受过这么多的话
2017_05_16\00005\0266.wav	K妈妈唱的歌真好听
2017_05_16\00005\0275.wav	你天天用我说
2017_05_16\00005\0281.wav	你们过大精英在一起可以好好给对对方多了解了解
2017_05_16\00005\0300.wav	我昨天是第一个打开的林那两块四毛七
2017_05_16\00005\0312.wav	PP这是他喽
2017_05_16\00005\0333.wav	那我就是我这个新出的吧七倍赔偿的那个
2017_05_16\00005\0334.wav	拉达克你好
2017_05_16\00005\0343.wav	还两大旗啊个最易方的思念之情六人
2017_05_16\00005\0351.wav	
2017_05_16\00005\0353.wav	哎姐我请你先回家
2017_05_16\00005\0358.wav	一个谢了谢你没走的杯子的
2017_05_16\00005\0360.wav	你好什么饭吃了没有
2017_05_16\00005\0362.wav	你现在在忙好图
2017_05_16\00005\0385.wav	一姐那个安置在帮我弄过哦两千四百米
2017_05_16\00005\0391.wav	林辰唏
2017_05_16\00005\0404.wav	嗯就是这样说话是吧做好就发过来了吗谢谢韩杰一号已醉行
2017_05_16\00005\0406.wav	世纪以后才能吃有的嗯
2017_05_16\00005\0412.wav	那这个发型这个菜钱呀
