2017_05_16\00022\0306.wav	 复赛童童选什么节目好你帮我们选一个好吗 
2017_05_16\00001\0997.wav	大家好我想做一个有用的人
2017_05_16\00015\0260.wav	 幸福宝妈没午休 
2017_05_16\00016\0454.wav	 发个全的全图是谁吗 
2017_05_16\00007\0594.wav	 我感觉自己怎么都不想跟他们家有联系 
2017_05_16\00001\0515.wav	我对你有啥好的哈都是你处处想着我呀我有什没有什么太大的能耐帮不了你
2017_05_16\00022\0361.wav	才看见
2017_05_16\00008\0879.wav	没事的不知道我打电话问他
2017_05_16\00004\0622.wav	 你去老乡那里啊 
2017_05_16\00000\0542.wav	 山东省 
2017_05_16\00002\0164.wav	 难道他不知道你房子卖了 
2017_05_16\00021\0698.wav	像我们这种速度过去要拿四千多了
2017_05_16\00017\0773.wav	 一起一起进行三甲 
2017_05_16\00017\0792.wav	放学时候儿我看见你了
2017_05_16\00031\0090.wav	苏萍啊开始玩儿微信啦
2017_05_16\00010\0801.wav	 老人要尽孝 
2017_05_16\00019\0212.wav	 你知道吗有你比我重要 
2017_05_16\00018\0112.wav	 我是用语音输入的 
2017_05_16\00028\0041.wav	发一毛钱我不嫌多一分钱我不嫌少
2017_05_16\00022\0883.wav	你没看见还不是我跟你说话呀
2017_05_16\00020\0604.wav	你一个带两个不舒服吧
2017_05_16\00003\0394.wav	等到一点半再醒
2017_05_16\00016\0870.wav	我一闺蜜她老公在她第三个孩子两个月的时候就死了他一直带带到现在都没有出嫁过
2017_05_16\00014\0517.wav	 阿富你在干嘛 
2017_05_16\00011\0857.wav	哦那挺好的你也上班挺好
2017_05_16\00027\0760.wav	 我自己能觉得到的今年真的比去年要胖了一点 
2017_05_16\00033\0148.wav	还要谈钱吗就吃点饭吧简简单单的
2017_05_16\00025\0900.wav	他这个复印本来就很模糊
2017_05_16\00027\0393.wav	心想事成
2017_05_16\00010\0404.wav	不要埋没在这个小城市
2017_05_16\00007\0620.wav	 玉涵父母离异 
2017_05_16\00021\0518.wav	 刘奇那里反映五十伏二点二每包少五百支 
2017_05_16\00006\0195.wav	 哥这是在你家喝吗 
2017_05_16\00007\0900.wav	 他们还有五十九元起九十九元起一些特价款放在门口 
2017_05_16\00016\0242.wav	 知道是谁在和你说话吗 
2017_05_16\00008\0934.wav	哦我这个手机加那个好友没加上去是吧
2017_05_16\00012\0493.wav	老公我是相信你的是你不相信我呀
2017_05_16\00017\0750.wav	这是我的老实话我不干
2017_05_16\00029\0122.wav	 你等一下下班的时候记得把我删除掉不要把你给害了 
2017_05_16\00013\0451.wav	以后就好了吧
2017_05_16\00012\0120.wav	 你不是男人嘛有志气嘛不指别人儿 
2017_05_16\00016\0653.wav	哎姐什么前儿入的
2017_05_16\00018\0868.wav	 你是在逗傻子 
2017_05_16\00014\0491.wav	 老了不行了 
2017_05_16\00022\0667.wav	物业费已交过剩下钱过两天我就给你打过去
2017_05_16\00023\0216.wav	你这个冰棍儿有点儿大也是个大冰棍儿
2017_05_16\00030\0064.wav	 我吃好了哥哥你没吃饭啊 
2017_05_16\00005\0360.wav	 你好中饭吃了没有 
2017_05_16\00007\0741.wav	 你与别人去吧 
2017_05_16\00026\0124.wav	 大宝的算术书没带 
2017_05_16\00026\0169.wav	 有雨伞呐但是他有漏有水漏下来嘛 
2017_05_16\00019\0086.wav	现在社会太复杂不锁门不行的
2017_05_16\00008\0681.wav	 你说普通话它就会自己写出那个字 
2017_05_16\00025\0791.wav	 邓佳你这是要打谁哟 
2017_05_16\00001\0853.wav	有时候心像针刺的一样
2017_05_16\00028\0337.wav	咱们这儿太阳红红的
2017_05_16\00007\0026.wav	我报了一个年度印花税
2017_05_16\00003\0975.wav	没事儿
2017_05_16\00021\0074.wav	五月二十我们是顶风而上
2017_05_16\00017\0357.wav	那是你不和我聊啊
2017_05_16\00029\0313.wav	 好啦不要想太多 
2017_05_16\00007\0090.wav	 信号儿不好和拍拍照片有什么关系呀 
2017_05_16\00022\0917.wav	 你放心 
2017_05_16\00029\0709.wav	 有啊我五十了 
2017_05_16\00018\0078.wav	你准备跟我们吗你
2017_05_16\00018\0869.wav	才看见
2017_05_16\00033\0161.wav	 别人说转那个山核桃预防老年痴呆 
2017_05_16\00030\0918.wav	就按照原来的时间
2017_05_16\00025\0720.wav	姐我今天休息
2017_05_16\00027\0856.wav	他那个店现有收银员九人
2017_05_16\00020\0796.wav	 浩然那个表代签行不行啊 
2017_05_16\00005\0227.wav	舅舅舅妈二姨小姨这是我写的古代的字
2017_05_16\00017\0010.wav	 你也先在那边干呗不要去那个地方上班了 
2017_05_16\00018\0100.wav	 请问睡了一夜你咋变成这样了 
2017_05_16\00005\0194.wav	他才可以真正的爆发自己的潜能
2017_05_16\00022\0291.wav	补不了啦
2017_05_16\00014\0147.wav	 老实的男人讲话不要相信 
2017_05_16\00008\0561.wav	 小胡你那个胃还痛吗 
2017_05_16\00002\0831.wav	的听写
2017_05_16\00007\0820.wav	孩子妈妈开的幼儿园
2017_05_16\00004\0703.wav	好那你爸
2017_05_16\00021\0087.wav	快的能撤掉时间长了撤不掉完了
2017_05_16\00026\0609.wav	 照完了没戴眼镜儿照两张 
2017_05_16\00002\0745.wav	 听不清唱的听不清 
2017_05_16\00013\0115.wav	在床上躺着睡午觉呢又
2017_05_16\00026\0769.wav	不要有不好的心情
2017_05_16\00013\0388.wav	及时检查运营及物品情况每周核对检查系统记录和纸质记录确保各项记录清楚无误
2017_05_16\00004\0287.wav	别说你是个女人
2017_05_16\00030\0301.wav	 像唐方勇啊毛红英呀 
2017_05_16\00007\0838.wav	 大喽现在再养一个 
2017_05_16\00012\0973.wav	 是啊你上午睡了你中午还睡的着吗 
2017_05_16\00017\0286.wav	你要是装了怎么办你牛逼
2017_05_16\00010\0888.wav	你今儿上午吃的什么饭
2017_05_16\00012\0054.wav	 怎么会呢 
2017_05_16\00010\0632.wav	 有话快说有屁快放 
2017_05_16\00031\0504.wav	 我一会儿去是南燕问我要 
2017_05_16\00017\0950.wav	 我们打算七月份 
2017_05_16\00005\0568.wav	 亲爱的老婆 
2017_05_16\00020\0129.wav	你知道晚上的麻将场又打牌了吗
2017_05_16\00025\0102.wav	 今天来了一个快件 
2017_05_16\00010\0825.wav	 今天我昨天说的那个修脚刀火罐还有那个东西你给我统计一下今天下午去买去 
2017_05_16\00004\0763.wav	我把你删了你都不会把我加上吗
2017_05_16\00004\0195.wav	 我说今天下雨没什么干乱七八糟的搞 
2017_05_16\00023\0557.wav	 如果他能穿了就没有我份了 
2017_05_16\00024\0275.wav	我资格证考出来
2017_05_16\00020\0697.wav	 你要去才跟我讲 
2017_05_16\00015\0092.wav	 我吃鸡蛋也不吃黄儿子也不吃黄 
2017_05_16\00012\0042.wav	不为别的还不为了钱吗
2017_05_16\00004\0580.wav	 保什么证保证来我这里是不是 
2017_05_16\00008\0511.wav	 衣服收到啦 
2017_05_16\00028\0049.wav	亲好一点的四块
2017_05_16\00007\0465.wav	下个礼拜不行吗
2017_05_16\00009\0660.wav	 幺五零 
2017_05_16\00005\0343.wav	缓了大家各在一方的思念之情又能
2017_05_16\00019\0115.wav	我都发完一小时了
2017_05_16\00022\0944.wav	老班长好
2017_05_16\00010\0684.wav	以后可能会到你们广西去旅游
2017_05_16\00014\0281.wav	 鬼呢 
2017_05_16\00024\0444.wav	 没有睡眠好呗 
2017_05_16\00006\0602.wav	如果拿不到东西我去了也不会接你的
2017_05_16\00023\0880.wav	他数学和化呃他物理和化学他不乐意学
2017_05_16\00026\0499.wav	 没希望了 
2017_05_16\00011\0559.wav	有哪儿呢有空儿吗聊会儿
2017_05_16\00020\0072.wav	光到边界线
2017_05_16\00003\0344.wav	 吃完饭去休息了一会儿刚刚起来 
2017_05_16\00024\0942.wav	我这两天
2017_05_16\00008\0769.wav	三一方负责交纳
2017_05_16\00018\0807.wav	 我聊聊天 
2017_05_16\00020\0035.wav	转啥呀
2017_05_16\00009\0977.wav	身体瘦没问题
2017_05_16\00010\0630.wav	我和爱江上新玛特
2017_05_16\00015\0696.wav	 来惊喜啦 
2017_05_16\00011\0018.wav	等下去医院医院还没上班现在 等一下上班了去医院
2017_05_16\00026\0239.wav	你有空的话教我一下怎么做
2017_05_16\00028\0242.wav	退休了也没事出去旅游嘛赶紧去玩去吧
2017_05_16\00006\0480.wav	 因为我没时间陪他他在外边有人了 
2017_05_16\00023\0489.wav	B姐你好
2017_05_16\00031\0575.wav	早上吃的晚
2017_05_16\00024\0872.wav	我女儿同学说你那没掺东西
2017_05_16\00007\0018.wav	他们都没都没在家里
2017_05_16\00028\0060.wav	女孩子做这些都是爱美的表现你随他去提醒他一个原则不能饿肚子就行啦
2017_05_16\00019\0211.wav	诶明玉今天上午还吃头孢哈
2017_05_16\00003\0826.wav	你上班捂那严实干嘛呢
2017_05_16\00025\0915.wav	午休了没有
2017_05_16\00019\0087.wav	你怎么今天那么晚才煮饭呢
2017_05_16\00002\0419.wav	中午不休什么吃就不去了
2017_05_16\00009\0918.wav	没有上班回家打药了刚回来
2017_05_16\00012\0985.wav	 没事儿明天下午你把拿上唉你那个 
2017_05_16\00025\0544.wav	拜拜
2017_05_16\00031\0939.wav	谁家儿女结婚了还得父母跟着一起过日子
2017_05_16\00015\0059.wav	 在不睡呀我人都要死了 
2017_05_16\00023\0514.wav	 你怎么什么都吃呢 
2017_05_16\00007\0132.wav	吃了几个葚果
2017_05_16\00009\0723.wav	怎么吓的不说话啦
2017_05_16\00025\0439.wav	姐姐先付还是后付
2017_05_16\00031\0467.wav	 人家琵琶都下市了 
2017_05_16\00014\0868.wav	 你知道吗通常敢露的都是特别自信的 
2017_05_16\00023\0820.wav	不来我家泡茶我去你家泡茶
2017_05_16\00017\0534.wav	成杰想看看你呗
2017_05_16\00032\0760.wav	 你那个歌曲是不是有有那个第三句和第 
2017_05_16\00029\0697.wav	没干嘛在床上躺着
2017_05_16\00014\0133.wav	几个疗程能治好呢
2017_05_16\00021\0782.wav	风翻白浪花千片
2017_05_16\00010\0740.wav	 群主呢又跑到哪里去了啦 
2017_05_16\00021\0526.wav	是早上七点半
2017_05_16\00018\0710.wav	你老不回话是什么意思想睡觉吗
2017_05_16\00006\0046.wav	 是的因为每个人只有两边嘛我帮你做一边你自己做一边嘛 
2017_05_16\00020\0391.wav	 我用的是语音座椅打错了 
2017_05_16\00006\0265.wav	 你要是想去干嘛你就直说你不要这样子 
2017_05_16\00005\0700.wav	过个十到十五分钟
2017_05_16\00028\0386.wav	是我今天惹你不高兴啦
2017_05_16\00019\0871.wav	第一次一千以后随你
2017_05_16\00032\0303.wav	 而且看人不好看 
2017_05_16\00001\0466.wav	 金晨叫你喝酒 
2017_05_16\00002\0673.wav	 没关系我们今嗯我们今天也到外面了呀 
2017_05_16\00015\0776.wav	 没有放包回来找一下没有 
2017_05_16\00018\0662.wav	 现在都还没有通知还款 
2017_05_16\00020\0015.wav	这个特别适合你
2017_05_16\00024\0152.wav	在家吃饭
2017_05_16\00019\0473.wav	这个建设银行卡应该
2017_05_16\00022\0745.wav	 我早上回来开了嗯把他选出来弄了一下好像是感觉好一点 
2017_05_16\00020\0863.wav	 昨天晚上我说了这么多女孩子要坚持继续 
2017_05_16\00000\0613.wav	你一点都不胖
2017_05_16\00016\0757.wav	老师我们家赖元怡参加跳舞
2017_05_16\00018\0676.wav	 母亲节我们搞了活动五百二单套 
2017_05_16\00022\0733.wav	在我心里是最美最美的女人啦
2017_05_16\00006\0019.wav	我想用微信给俺说一说话
2017_05_16\00030\0288.wav	 多吃点多吃点洋洋苏苏多吃点 
2017_05_16\00011\0890.wav	 你这几天又怎么了啦 
2017_05_16\00020\0104.wav	李佳文要和你谈话
2017_05_16\00011\0214.wav	徐师傅我后片模版接不上了
2017_05_16\00009\0478.wav	 以前这事都不记得了 
2017_05_16\00027\0688.wav	我用了吧现在我用那个了
2017_05_16\00020\0967.wav	我是感觉出国没劲出国以后语言也不通
2017_05_16\00015\0170.wav	 如果我不适合你 
2017_05_16\00022\0833.wav	我知道了昨天雪琴跟我说了
2017_05_16\00017\0302.wav	 你是有小鲜肉了吗那干嘛要绝交 
2017_05_16\00011\0973.wav	要真的做到还真难
2017_05_16\00009\0310.wav	师姐余下的两组玻璃
2017_05_16\00020\0231.wav	昨晚的济川很热闹
2017_05_16\00005\0860.wav	 去桂林油炸吃过 
2017_05_16\00030\0291.wav	有班上了
2017_05_16\00017\0011.wav	 我们又不是第一次 
2017_05_16\00007\0300.wav	如果不打折一个文件是一千五
2017_05_16\00027\0351.wav	那个时代的人
2017_05_16\00003\0632.wav	 你啥时候过来吗把郭总说动郭总要动弹的话多好是吧 
2017_05_16\00004\0926.wav	你看杨真浩帮不帮
2017_05_16\00000\0239.wav	 大的小的不是在一起 
2017_05_16\00014\0698.wav	 我好多事情 
2017_05_16\00030\0744.wav	喝了一缸子水
2017_05_16\00027\0143.wav	 啊我忘了你不能语聊啊 
2017_05_16\00006\0422.wav	那我不知道
2017_05_16\00029\0933.wav	您把那个绿豆今天晚上泡在那个开水里啊然后把他盖上盖子明天早晨你看看行不行
2017_05_16\00021\0977.wav	我们群里面驾校的那个张师傅
2017_05_16\00001\0350.wav	 但愿如此发哥你可能能赶得上 
2017_05_16\00027\0517.wav	 你们工地上的人要空调 
2017_05_16\00022\0510.wav	我是广西容县的
2017_05_16\00006\0927.wav	你这两个分路接到两接到二级箱内
2017_05_16\00009\0361.wav	对呀我就没在跟你说话了
2017_05_16\00021\0538.wav	 你晚上可能会晚一点点哈然后可能有客人要来 
2017_05_16\00026\0352.wav	你这挺
2017_05_16\00002\0545.wav	美女你下午过来吗请回复我
2017_05_16\00000\0684.wav	上班的厂都被环保关掉了
2017_05_16\00013\0748.wav	二华车子不大问题吧
2017_05_16\00005\0217.wav	 福建省厦门市湖里区 
2017_05_16\00032\0488.wav	 对呀太累的了太累了不好 
2017_05_16\00018\0732.wav	我在上海你能搜得到我
2017_05_16\00001\0123.wav	 吴总我这一次我就不到你那了啊嗯有点急事我回沈阳我下周来的时候我再到你那 
2017_05_16\00022\0962.wav	 有空过来看看吧 
2017_05_16\00001\0884.wav	 嗯李树林谢谢 
2017_05_16\00033\0261.wav	看来是乔全生胡说八道了
2017_05_16\00030\0887.wav	现在这个易支付我昨天去买了
2017_05_16\00003\0518.wav	 我办点事情晚点回来 
2017_05_16\00031\0164.wav	 其实他们都不想跟他打带小孩有点吵的还有呢嗯你知道那个客嗯 
2017_05_16\00015\0049.wav	利用小假期
2017_05_16\00008\0086.wav	 美女来来来到老大桥来我去帮你拍几张漂亮的相片 
2017_05_16\00018\0961.wav	发来看看
2017_05_16\00020\0551.wav	好的我知道了我去借个旅行包吧
2017_05_16\00008\0668.wav	第三次如果还发现我们就把他请出去让他不要在这个群里啦因为他会影响大家
2017_05_16\00032\0997.wav	如果这个女孩生下来的时候有一个完美人去到他们家去讲健康理念去分享完美的产品哪怕只是让他吃上完美公司的营养餐
2017_05_16\00000\0574.wav	我是李清河
2017_05_16\00028\0252.wav	我想让着他嘛等着他等着他走了
2017_05_16\00028\0344.wav	大姨你太棒了
2017_05_16\00001\0368.wav	然后那个社保局下午要去吗不去的话那我也就不去了
2017_05_16\00002\0169.wav	 他们就等着看笑话 
2017_05_16\00000\0599.wav	所以你先那个你先给你们全国主席完成调研课题哈
2017_05_16\00007\0794.wav	 张贵军你在干啥子 
2017_05_16\00006\0139.wav	一辈子的茫茫无为
2017_05_16\00003\0369.wav	 如果我写两件或三件事情的话那么我就会被老师骂因为我写离题了 
2017_05_16\00033\0221.wav	 手机坏了都没有钱买 
2017_05_16\00029\0810.wav	不知道您有空没有
2017_05_16\00002\0308.wav	 你看怎样全儿哥 
2017_05_16\00016\0581.wav	 赚了吃的白赚吃的还辛苦 
2017_05_16\00021\0298.wav	 祝你一路顺风 
2017_05_16\00001\0491.wav	你协商不成不就得走法律吗
2017_05_16\00015\0719.wav	 还有一个问题就是我们那个跟我们老总 
2017_05_16\00014\0964.wav	你不能一一哭就抱他就养成习惯啦你就在旁边儿看着他他看着你他可能就也不哭了就
2017_05_16\00008\0429.wav	 朵朵睡觉不用穿睡衣啦我没给他拿去 
2017_05_16\00013\0254.wav	我还是十五岁的女孩子请你不要跟我说些重话
2017_05_16\00014\0501.wav	我今天生日发个红包呗
2017_05_16\00001\0450.wav	 中午饭吃了吗 
2017_05_16\00017\0992.wav	 处了半天处了个小人 
2017_05_16\00016\0113.wav	 不要像我这一辈子没啥兴趣 
2017_05_16\00024\0520.wav	他在吃古方之前
2017_05_16\00006\0504.wav	钟艳红你说那个衣服到了怎么没寄过来呢
2017_05_16\00029\0197.wav	山山药片
2017_05_16\00024\0698.wav	 过一宿会好的 
2017_05_16\00021\0222.wav	我是熊凤军
2017_05_16\00026\0327.wav	银行绑定它
2017_05_16\00000\0231.wav	星期三晚上呃我洗澡
2017_05_16\00004\0735.wav	不是你大约多长也不行你那个跟跟管子的粗细不一样还得铰还得整
2017_05_16\00016\0239.wav	没有误差
2017_05_16\00003\0051.wav	从南京站到东大
2017_05_16\00001\0935.wav	睡眠等得到改善使用二十到二十五天
2017_05_16\00000\0824.wav	中午吃不吃饭你爸妈不回来
2017_05_16\00015\0469.wav	我儿子去南沙海南岛
2017_05_16\00028\0666.wav	老公我终于快看到你了
2017_05_16\00018\0638.wav	上次他请了我按摩这次我要请回他
2017_05_16\00024\0435.wav	 天气很热注意防范 
2017_05_16\00011\0227.wav	种地真不容易呀全靠天老爷
2017_05_16\00005\0072.wav	落下三个字儿
2017_05_16\00007\0504.wav	 陈文新周六周日在治疗室上班上班时间为早上八点到十二点下午十三点到十六点到十十七点 
